OBJECTID,StaType,StnType,ZipCode,State,City,Address,StationName,lon,lat,Code
729,Station Building (with waiting room),BUS,3801,NH,Portsmouth,185 Grafton Drive,"Portsmouth, NH",-70.804088,43.059678,PTS
730,Curbside Bus Stop only (no shelter),BUS,13699,NY,Potsdam,8 Clarkson Avenue,"Potsdam, NY",-75.00135,44.664184,PTU
731,Station Building (with waiting room),BUS,81003,CO,Pueblo,123 Court Street,"Pueblo, CO",-104.61027,38.268742,PUB
732,Curbside Bus Stop only (no shelter),BUS,99163,WA,Pullman,1255 NE North Fairway Road,"Pullman, WA",-117.150847,46.738721,PUL
733,Station Building (with waiting room),BUS,15767,PA,Punxsutawney,222 North Findley Street,"Punxsutawney, PA",-78.971581,40.944654,PUN
736,Station Building (with waiting room),BUS,2903,RI,Providence,25 India Street,"Providence, RI",-71.397973,41.816277,PVF
738,Curbside Bus Stop only (no shelter),BUS,77446,TX,Prairie View,44814 US Highway 290 Business,"Prairie View, TX",-95.992293,30.072967,PVW
739,Platform with Shelter,BUS,19464,PA,Pottstown,51 South Hanover Street,"Pottstown, PA",-75.650845,40.244388,PWN
740,Curbside Bus Stop only (no shelter),BUS,85053,AZ,Phoenix,2717 W. Bell Road,"Phoenix - North, AZ",-112.119188,33.639498,PXN
743,Curbside Bus Stop only (no shelter),BUS,98848,WA,Quincy,115 F Street Southwest,"Quincy, WA",-119.855705,47.233512,QUC
745,Curbside Bus Stop only (no shelter),BUS,V6X 2M9,BC,Richmond,10251 St. Edwards Drive,"Richmond, BC",-123.109885,49.18723,RBC
746,Curbside Bus Stop only (no shelter),BUS,96080,CA,Red Bluff,735 Rio Street,"Red Bluff, CA",-122.234586,40.178482,RBF
747,Station Building (with waiting room),BUS,61108,IL,Rockford,7559 Walton St,"Rockford, IL",-88.966271,42.268848,RCK
749,Station Building (with waiting room),BUS,19602,PA,Reading,701 Franklin Street,"Reading, PA",-75.923048,40.333791,RDI
750,Curbside Bus Stop only (no shelter),BUS,97756,OR,Redmond,2522 S.E. Jesse Butler Circle,"Redmond, OR",-121.160728,44.253269,RDM
751,Curbside Bus Stop only (no shelter),BUS,96001,CA,Redding,1530 Yuba Street,"Redding, CA",-122.392768,40.583521,RDR
752,Curbside Bus Stop only (no shelter),BUS,97756,OR,Redmond,777 Southwest Kalama Avenue,"Redmond, OR",-121.176735,44.266502,RDT
754,Curbside Bus Stop only (no shelter),BUS,49677,MI,Reed City,US 10 & 220th Ave.,"Reed City, MI",-85.521804,43.88684,REE
759,Curbside Bus Stop only (no shelter),BUS,97758,OR,Riley,105 U.S. Highway 20,"Riley, OR",-119.503819,43.541868,RIL
761,Curbside Bus Stop only (no shelter),BUS,49341,MI,Rockford,"2770 Ten Mile Road, Northeast","Rockford, MI",-85.601879,43.116549,RKF
762,Curbside Bus Stop only (no shelter),BUS,61201,IL,Rock Island,3500 5th Avenue,"Rock Island, IL",-90.550389,41.506223,RKI
765,Station Building (with waiting room),BUS,55902,MN,Rochester,821 Civic Center Drive NW,"Rochester, MN",-92.474757,44.028562,RMN
769,Curbside Bus Stop only (no shelter),BUS,97601,OR,Klamath Falls,5500 Running Y Road,"Running Y Ranch, OR",-121.885168,42.276897,RNY
770,Station Building (with waiting room),BUS,14604,NY,Rochester,186 Cumberland Street,"Rochester, NY",-77.607884,43.16269,ROB
772,Station Building (with waiting room),BUS,4841,ME,Rockland,517A Main Street,"Rockland, ME",-69.10822,44.107267,ROD
775,Curbside Bus Stop only (no shelter),BUS,94928,CA,Rohnert Park,6335 Commerce Blvd,"Rohnert Park, CA",-122.709749,38.347328,RPC
777,Curbside Bus Stop only (no shelter),BUS,97467,OR,Reedsport,2012 Winchester Avenue,"Reedsport, OR",-124.120214,43.695675,RPT
778,Curbside Bus Stop only (no shelter),BUS,97371,OR,Rickreall,520 South Pacific Hwy,"Rickreall, OR",-123.228077,44.924788,RRL
781,Station Building (with waiting room),BUS,82901,WY,Rock Springs,1695 Sunset Drive,"Rock Springs, WY",-109.256217,41.577206,RSY
782,Station Building (with waiting room),BUS,5701,VT,Rutland,102 West Street,"Rutland, VT",-72.979324,43.607876,RTC
785,Curbside Bus Stop only (no shelter),BUS,99169,WA,Ritzville,1503 South Smittys Blvd.,"Ritzville, WA",-118.36534,47.119405,RTZ
790,Curbside Bus Stop only (no shelter),BUS,82301,WY,Rawlins,1400 South Higley Boulevard,"Rawlins, WY",-107.224461,41.776377,RWY
793,Curbside Bus Stop only (no shelter),BUS,87506,NM,Santa Fe,198 State Road 592,"Santa Fe, NM",-105.921959,35.799738,SAE
794,Station Building (with waiting room),BUS,87501,NM,Santa Fe,410 South Guadalupe Street,"Santa Fe, NM",-105.946599,35.684265,SAF
798,Curbside Bus Stop only (no shelter),BUS,93060,CA,Santa Paula,327 South Palm Avenue,"Santa Paula, CA",-119.06906,34.346197,SAP
801,Curbside Bus Stop only (no shelter),BUS,93455,CA,Santa Maria,205 South Nicholson Avenue,"Santa Maria, CA",-120.416455,34.951608,SAT
803,Curbside Bus Stop only (no shelter),BUS,97055,OR,Sandy,37601 Highway 26,"Sandy, OR",-122.27625,45.400668,SAY
806,Station Building (with waiting room),BUS,3874,NH,Seabrook,13 Batchelder Road,"Seabrook, NH",-70.883909,42.891524,SBK
807,Curbside Bus Stop only (no shelter),BUS,93106,CA,Santa Barbara,552 University Road,"Santa Barbara, CA",-119.848296,34.414945,SBU
813,Curbside Bus Stop only (no shelter),BUS,95814,CA,Sacramento,1389 10th Street,"Sacramento, CA",-121.495175,38.576137,SCS
814,Curbside Bus Stop only (no shelter),BUS,95060,CA,Santa Cruz,920 Pacific Avenue,"Santa Cruz, CA",-122.025094,36.971017,SCZ
815,Curbside Bus Stop only (no shelter),BUS,86336,AZ,Sedona,300 North Highway 89A,"Sedona, AZ",-111.760303,34.870511,SDC
820,Curbside Bus Stop only (no shelter),BUS,93955,CA,Sand City,949 Playa Avenue,"Seaside-Sand City, CA",-121.843842,36.619362,SES
822,Curbside Bus Stop only (no shelter),BUS,94105,CA,San Francisco,555 Mission Street,"San Francisco, CA",-122.398867,37.78865,SFC
823,Station Building (with waiting room),BUS,48607,MI,Saginaw,511 Johnson Street,"Saginaw, MI",-83.933429,43.434928,SGW
824,Curbside Bus Stop only (no shelter),BUS,53081,WI,Sheboygan,830 Pennsylvania Avenue,"Sheboygan, WI",-87.714028,43.74992,SHB
825,Station Building (with waiting room),BUS,71101,LA,Shreveport,1237 Murphy Street,"Shreveport, LA",-93.756673,32.499717,SHR
826,Curbside Bus Stop only (no shelter),BUS,54166,WI,Shawano,N4543 State Highway 22,"Shawano, WI",-88.615339,44.753147,SHW
830,Curbside Bus Stop only (no shelter),BUS,17876,PA,Shamokin Dam,3155 North Susquehanna Trail,"Shamokin Dam, PA",-76.820489,40.84826,SKD
831,Curbside Bus Stop only (no shelter),BUS,98288,WA,Skykomish,147 5th Street North,"Skykomish - Eastbound, WA",-121.361738,47.711229,SKE
834,Curbside Bus Stop only (no shelter),BUS,98288,WA,Skykomish,90000 NE Stevens Pass Highway,"Skykomish - Westbound, WA",-121.360091,47.711903,SKW
836,Station Building (with waiting room),BUS,84101,UT,Salt Lake City,300 South 600 West,"Salt Lake City, UT",-111.90851,40.76304,SLB
838,Curbside Bus Stop only (no shelter),BUS,81201,CO,Salida,54 Jones Avenue,"Salida, CO",-105.9945,38.525047,SLD
839,Curbside Bus Stop only (no shelter),BUS,97304,OR,Salem,1455 Edgewater St,"Salem, OR",-123.034365,44.938188,SLE
840,Curbside Bus Stop only (no shelter),BUS,96150,CA,South Lake Tahoe,4114 Lake Tahoe Blvd,"South Lake Tahoe, CA",-119.942288,38.95779,SLH
843,Curbside Bus Stop only (no shelter),BUS,93405,CA,San Luis Obispo,1 Grand Avenue,"San Luis Obispo, CA",-120.655671,35.298857,SLP
845,Curbside Bus Stop only (no shelter),BUS,21801,MD,Salisbury,547E Riverside Drive,"Salisbury, MD",-75.605898,38.361983,SLS
846,Curbside Bus Stop only (no shelter),BUS,96151,CA,South Lake Tahoe,1000 Emerald Bay Road,"South Lake Tahoe, CA",-120.004765,38.913065,SLT
847,Curbside Bus Stop only (no shelter),BUS,93463,CA,Solvang,1630 Mission Drive,"Solvang, CA",-120.14058,34.595913,SLV
849,Curbside Bus Stop only (no shelter),BUS,53716,WI,Madison,4547 East Broadway Avenue,"Madison, WI",-89.306176,43.047761,SMD
850,Curbside Bus Stop only (no shelter),BUS,49783,MI,Sault Sainte Marie,4001 I-75 Business Spur,"Sault Sainte Marie, MI",-84.371705,46.463461,SMI
851,Curbside Bus Stop only (no shelter),BUS,90401,CA,Santa Monica,1530 2nd Street,"Santa Monica Pier, CA",-118.494637,34.012692,SMN
852,Curbside Bus Stop only (no shelter),BUS,95567,CA,Smith River,13450 US Highway 101 North,"Smith River, CA",-124.203781,41.957498,SMR
859,Curbside Bus Stop only (no shelter),BUS,93901,CA,Salinas,110 Salinas Street,"Salinas, CA",-121.656653,36.676416,SNR
861,Curbside Bus Stop only (no shelter),BUS,54768,WI,Stanley,604 South Broadway Street,"Stanley, WI",-90.938352,44.949813,SNY
865,Curbside Bus Stop only (no shelter),BUS,97538,OR,Selma,110 Deer Creek Road,"Selma, OR",-123.61498,42.280246,SOR
866,Platform only (no shelter),BUS,54656,WI,Sparta,711 Avon Road,"Sparta, WI",-90.818639,43.923258,SPA
868,Curbside Bus Stop only (no shelter),BUS,90731,CA,San Pedro,Berth 95,"San Pedro, CA",-118.274928,33.74899,SPD
874,Curbside Bus Stop only (no shelter),BUS,90731,CA,San Pedro,931 South Gaffey Street,"San Pedro, CA",-118.292499,33.735694,SPO
876,Curbside Bus Stop only (no shelter),BUS,89431,NV,Sparks,1100 Nugget Avenue,"Sparks, NV",-119.757111,39.533532,SPX
877,Curbside Bus Stop only (no shelter),BUS,98382,WA,Sequim,609 West Washington Street,"Sequim, WA",-123.116397,48.079204,SQM
878,Curbside Bus Stop only (no shelter),BUS,34232,FL,Sarasota,5600 Fruitville Road,"Sarasota, FL",-82.456626,27.337166,SRA
879,Curbside Bus Stop only (no shelter),BUS,95401,CA,Santa Rosa,2012 Range Avenue,"Santa Rosa, CA",-122.732483,38.457123,SRC
880,Station Building (with waiting room),BUS,18503,PA,Scranton,30 Lackawanna Avenue,"Scranton, PA",-75.671028,41.41019,SRN
881,Curbside Bus Stop only (no shelter),BUS,4974,ME,Searsport,161 East Main Street,"Searsport, ME",-68.909658,44.460756,SRT
882,Curbside Bus Stop only (no shelter),BUS,97138,OR,Seaside,1100 12th Avenue,"Seaside, OR",-123.915788,46.001637,SSD
883,Curbside Bus Stop only (no shelter),BUS,17870,PA,Selinsgrove,105 South Market Street,"Selinsgrove, PA",-76.862247,40.798142,SSG
884,Curbside Bus Stop only (no shelter),BUS,97138,OR,Seaside,930 North Holladay Drive,"Seaside, OR",-123.920961,46.000094,SSH
886,Curbside Bus Stop only (no shelter),BUS,98826,WA,Stevens Pass,US Highway 2 at Summit Parking Lot,"Stevens Pass, WA",-121.088387,47.746634,SSW
888,Station Building (with waiting room),BUS,16801,PA,State College,152 North Atherton Street,"State College, PA",-77.867734,40.792286,STC
889,Curbside Bus Stop only (no shelter),BUS,84770,UT,St. George,805 South Bluff Street,"St. George, UT",-113.584426,37.094661,STG
890,Station Building (with waiting room),BUS,49781,MI,St. Ignace,700 West US Hwy 2,"St. Ignace, MI",-84.721153,45.858556,STI
894,Curbside Bus Stop only (no shelter),BUS,97759,OR,Sisters,1001 West Rail Way,"Sisters, OR",-121.562472,44.297476,STO
895,Curbside Bus Stop only (no shelter),BUS,33702,FL,St. Petersburg,793 77th Avenue N,"St. Petersburg, FL",-82.644428,27.843029,STP
899,Curbside Bus Stop only (no shelter),BUS,97707,OR,Sunriver,56896 Venture Lane,"Sunriver, OR",-121.446097,43.873858,SUN
900,Curbside Bus Stop only (no shelter),BUS,17801,PA,Sunbury,1167 N. 4th Street,"Sunbury, PA",-76.784925,40.875225,SUR
901,Curbside Bus Stop only (no shelter),BUS,92586,CA,Sun City-Menifee,26938 Cherry Hills Blvd.,"Sun City-Menifee, CA",-117.189812,33.710967,SUT
902,Station Building (with waiting room),BUS,98121,WA,Seattle,2701 Alaskan Way,"Seattle, WA",-122.353001,47.613623,SVF
903,Curbside Bus Stop only (no shelter),BUS,54481,WI,Stevens Point,200 Division Street,"Stevens Point, WI",-89.575535,44.533158,SVP
905,Curbside Bus Stop only (no shelter),BUS,54481,WI,Stevens Point,2050 4th Avenue,"Stevens Point, WI",-89.571578,44.528941,SVU
906,Curbside Bus Stop only (no shelter),BUS,95066,CA,Scotts Valley,246 Kings Village Road,"Scotts Valley, CA",-122.027947,37.048984,SVY
907,Curbside Bus Stop only (no shelter),BUS,28584,NC,Swansboro,809 West Corbett Avenue,"Swansboro, NC",-77.13963,34.697075,SWB
908,Curbside Bus Stop only (no shelter),BUS,49346,MI,Stanwood,7520 Northland Drive,"Stanwood, MI",-85.451237,43.578627,SWD
909,Curbside Bus Stop only (no shelter),BUS,13212,NY,Syracuse,1000 Colonel Eileen Collins Blvd,"Syracuse, NY",-76.112243,43.113288,SYA
910,Curbside Bus Stop only (no shelter),BUS,15865,PA,Sykesville,14 West Main Street,"Sykesville, PA",-78.822691,41.050236,SYK
912,Station Building (with waiting room),BUS,98402,WA,Tacoma,510 Puyallup Avenue,"Tacoma, Washington",-122.426917,47.240719,TAB
917,Curbside Bus Stop only (no shelter),BUS,97391,OR,Toledo,250 Northeast Highway 20,"Toledo, OR",-123.939463,44.624184,TDO
918,Curbside Bus Stop only (no shelter),BUS,93561,CA,Tehachapi,335 West Tehachapi Blvd,"Tehachapi, CA",-118.451143,35.132772,TEH
919,Curbside Bus Stop only (no shelter),BUS,85281,AZ,Tempe,300 South Ash Avenue,"Tempe, AZ",-111.943154,33.427551,TEM
920,Curbside Bus Stop only (no shelter),BUS,83301,ID,Twin Falls,1390 Blue Lakes Boulevard North,"Twin Falls, ID",-114.459625,42.586494,TFI
921,Curbside Bus Stop only (no shelter),BUS,97058,OR,The Dalles,201 East Federal Street,"The Dalles, OR",-121.180275,45.601204,THD
923,Curbside Bus Stop only (no shelter),BUS,3276,NH,Tilton,63 Laconia Road,"Tilton, NH",-71.56559,43.455699,TLT
929,Curbside Bus Stop only (no shelter),BUS,97141,OR,Tillamook,3600 3rd Street,"Tillamook, OR",-123.824635,45.456486,TPR
930,Curbside Bus Stop only (no shelter),BUS,95376,CA,Tracy,725 West Clover Road,"Tracy, CA",-121.436094,37.761409,TRA
933,Platform only (no shelter),BUS,97439,OR,Florence,5647 OR-126,"Florence, OR",-124.086997,43.982227,TRF
937,Curbside Bus Stop only (no shelter),BUS,17771,PA,Trout Run,68 State Highway 14,"Trout Run, PA",-77.061606,41.381866,TRR
939,Curbside Bus Stop only (no shelter),BUS,49684,MI,Traverse City,107 Hall Street,"Traverse City, MI",-85.627845,44.765169,TRV
940,Curbside Bus Stop only (no shelter),BUS,86023,AZ,Tusayan,Arizona Highway 64,"Tusayan, AZ",-112.126413,35.974367,TSY
941,Curbside Bus Stop only (no shelter),BUS,97141,OR,Tillamook,204 Laurel Avenue,"Tillamook, OR",-123.842322,45.456934,TTC
942,Curbside Bus Stop only (no shelter),BUS,97062,OR,Tualatin,Southwest 72nd Ave & Bridgeport Rd,"Tualatin, OR",-122.748789,45.39476,TUA
945,Curbside Bus Stop only (no shelter),BUS,32159,FL,Lady Lake,13535 North US Highway 441,"The Villages-Lady Lake, FL",-81.957989,28.953067,TVF
946,Curbside Bus Stop only (no shelter),BUS,48763,MI,Tawas City,1020 West Lake Street,"Tawas City, MI",-83.531059,44.257281,TWC
949,Curbside Bus Stop only (no shelter),BUS,75702,TX,Tyler,210 East Oakwood Street,"Tyler, TX",-95.299472,32.354642,TYL
952,Curbside Bus Stop only (no shelter),BUS,95482,CA,Ukiah,397 North Orchard Avenue,"Ukiah, CA",-123.198993,39.154258,UKH
953,Curbside Bus Stop only (no shelter),BUS,27110,NC,Winston-Salem,"Martin Luther King, Jr. Drive & Excelsior St. ","Winston-Salem, NC",-80.134079,36.053956,UWS
954,Curbside Bus Stop only (no shelter),BUS,23451,VA,Virginia Beach,Park Avenue & 20th Street,"Virginia Beach, VA",-75.985412,36.845913,VAB
956,Curbside Bus Stop only (no shelter),BUS,97918,OR,Vale,Malheur County Courthouse,"Vale, OR",-117.241644,43.981043,VAE
957,Curbside Bus Stop only (no shelter),BUS,94590,CA,Vallejo,311 Sacramento Street,"Vallejo, CA",-122.25924,38.100262,VAL
960,Station Building (with waiting room),BUS,V8W 2B4,BC,Victoria,721 Douglas St.,"Victoria, BC",-123.366097,48.420955,VBC
962,Station Building (with waiting room),BUS,V8V 1W9,BC,Victoria,254 Belleville Street,"Victoria, BC",-123.374174,48.422426,VIF
963,Station Building (with waiting room),BUS,93291,CA,Visalia,425 E. Oak Street,"Visalia, CA",-119.288424,36.331892,VIS
964,Station Building (with waiting room),BUS,39180,MS,Vicksburg,3046 Indiana Avenue,"Vicksburg, MS",-90.863828,32.329456,VKS
965,Curbside Bus Stop only (no shelter),BUS,94589,CA,Vallejo,1001 Fairgrounds Drive,"Vallejo, CA",-122.230557,38.138008,VMW
966,Curbside Bus Stop only (no shelter),BUS,62995,IL,Vienna,504 West Vine Street,"Vienna, IL",-88.897649,37.415384,VNA
970,Platform only (no shelter),BUS,97487,OR,Veneta,25042 W Broadway,"Veneta, OR",-123.352301,44.051247,VTA
973,Curbside Bus Stop only (no shelter),BUS,5773,VT,Wallingford,309 North Main Street,"Wallingford, VT",-72.976604,43.476047,WAG
977,Curbside Bus Stop only (no shelter),BUS,54981,WI,Waupaca,1222 West Fulton Street,"Waupaca, WI",-89.119758,44.356797,WAU
979,Platform with Shelter,BUS,97071,OR,Woodburn,2900 Tom Tennant Drive,"Woodburn, OR",-122.876382,45.151589,WBN
980,Curbside Bus Stop only (no shelter),BUS,90045,CA,Westchester,6860 Park Terrace,"Westchester, CA",-118.39239,33.975825,WCH
981,Curbside Bus Stop only (no shelter),BUS,76701,TX,Waco,301 South 8th Street,"Waco, TX",-97.132345,31.552239,WCX
984,Station Building (with waiting room),BUS,32694,FL,Waldo,14648 NE 147th Avenue,"Waldo, FL",-82.166727,29.790507,WDO
985,Curbside Bus Stop only (no shelter),BUS,4572,ME,Waldoboro,1519 Atlantic Highway,"Waldoboro, ME",-69.382112,44.101471,WDR
986,Curbside Bus Stop only (no shelter),BUS,98801,WA,Wenatchee,300 South Columbia Street,"Wenatchee, WA",-120.307306,47.421062,WEC
987,Curbside Bus Stop only (no shelter),BUS,67152,KS,Wellington,1400 East 16th Street,"Wellington, KS",-97.381842,37.274929,WEL
990,Curbside Bus Stop only (no shelter),BUS,90024,CA,Los Angeles,592 Gayley Ave.,"Westwood UCLA, CA",-118.448979,34.068772,WES
993,Platform only (no shelter),BUS,97492,OR,Westfir,46433 Westfir Road,"Westfir, OR",-122.529506,43.757389,WFR
996,Platform with Shelter,BUS,82201,WY,Wheatland,91 16th Street,"Wheatland, WY",-104.963919,42.047963,WHT
997,Platform with Shelter,BUS,67202,KS,Wichita,214 South Topeka Street,"Wichita, KS",-97.334058,37.684706,WIC
1002,Curbside Bus Stop only (no shelter),BUS,54499,WI,Wittenberg,W17256 Red Oak Lane,"Wittenberg, WI",-89.121201,44.82275,WIT
1003,Station Building (with waiting room),BUS,18701,PA,Wilkes-Barre,47 South Washington Street,"Wilkes-Barre, PA",-75.883196,41.245024,WKB
1004,Curbside Bus Stop only (no shelter),BUS,97067,OR,Welches,68280 East Highway 26,"Welches, OR",-121.9629,45.347546,WLC
1005,Station Building (with waiting room),BUS,17701,PA,Williamsport,11 West Church Street,"Williamsport, PA",-77.000806,41.240347,WLM
1010,Station Building (with waiting room),BUS,86046,AZ,Williams,1150 West Cataract Lake Road,"Williams, AZ",-112.198135,35.25114,WMH
1011,Station Building (with waiting room),BUS,28405,NC,Wilmington,505 Cando Street,"Wilmington, NC",-77.874895,34.251192,WMN
1012,Curbside Bus Stop only (no shelter),BUS,97761,OR,Warm Springs,2172 Highway 26,"Warm Springs, OR",-121.263777,44.763884,WMS
1018,Station Building (with waiting room),BUS,27101,NC,Winston-Salem,100 West 5th Street,"Winston-Salem, NC",-80.245561,36.099779,WNS
1019,Curbside Bus Stop only (no shelter),BUS,97146,OR,Warrenton,695 S. Highway 101,"Warrenton, OR",-123.901883,46.161461,WNT
1025,Curbside Bus Stop only (no shelter),BUS,80402,CO,Winter Park,Cabriolet Way,"Winter Park, CO",-105.761836,39.88369,WPS
1028,Station Building (with waiting room),BUS,13601,NY,Watertown,1003 Coffeen Street,"Watertown, NY",-75.9326,43.98447,WRT
1030,Curbside Bus Stop only (no shelter),BUS,54403,WI,Wausau,555 Jefferson Street,"Wausau, WI",-89.624628,44.959456,WSJ
1033,Curbside Bus Stop only (no shelter),BUS,4578,ME,Wiscasset,639 Bath Road,"Wiscasset, ME",-69.70923,43.975966,WST
1034,Station Building (with waiting room),BUS,54474,WI,Rothschild,2415 Trailwood Lane,"Wausau-Rothschild, WI",-89.635643,44.854324,WSU
1038,Curbside Bus Stop only (no shelter),BUS,95490,CA,Willits,298 East Commercial Street,"Willits, CA",-123.351003,39.412597,WTS
1039,Curbside Bus Stop only (no shelter),BUS,99362,WA,Walla Walla,108 West Main Street,"Walla Walla, WA",-118.341502,46.065989,WWA
1040,Station Building (with waiting room),BUS,34785,FL,Wildwood,601 North Main Street,"Wildwood, FL",-82.039518,28.866164,WWD
1042,Curbside Bus Stop only (no shelter),BUS,97498,OR,Yachats,317 West 3rd Street,"Yachats, OR",-124.105457,44.311702,YCH
1045,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,9010 Curry Village Drive,"Yosemite National Park, CA",-119.570605,37.73773,YOC
1046,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,8028 Big Oak Flat Road,"Yosemite National Park, CA",-119.797145,37.753134,YOF
1047,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,1 Forest Drive,"Yosemite National Park, CA",-119.657563,37.537654,YOH
1048,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,Mariposa Grove Road,"Yosemite National Park, CA",-119.630341,37.506834,YOM
1049,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,9006 Yosemite Lodge Drive,"Yosemite National Park, CA",-119.599331,37.742646,YOS
1050,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,Tioga Pass Road,"Yosemite National Park, CA",-119.373801,37.87224,YOT
1051,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,9035 Village Drive,"Yosemite National Park, CA",-119.586318,37.748042,YOV
1052,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park,Old Tioga Road at Highway 120 East,"Yosemite National Park, CA",-119.649293,37.869636,YOW
